ticker,isin,name,currency,quantity,avg_price_paid,current_price,total_cost,current_value,unrealized_pl,unrealized_pl_pct
VWCEd_EQ,IE00BK5BQT80,Vanguard FTSE All-World (Acc),EUR,33.7700932,148.06000002,147.72,5000.0,4988.52,-11.48,-0.0022960000000000003
